['所属小区:碧桂园城市花园', '房屋户型:3室2厅1卫', '房屋单价:15944元/m²', '所在位置:增城－朱村－朱村街', '建筑面积:94.1平方米', '参考首付:45.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:广州碧桂园', '房屋户型:3室2厅2卫', '房屋单价:33981元/m²', '所在位置:番禺－南浦－南浦大道', '建筑面积:103平方米', '参考首付:105.00万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共6层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:棠雅苑', '房屋户型:2室2厅1卫', '房屋单价:48936元/m²', '所在位置:天河－天河公园－中山大道枫叶路10号', '建筑面积:47平方米', '参考首付:69.00万', '建造年代:2000年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:中层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:时代香海彼岸', '房屋户型:3室2厅1卫', '房屋单价:8690元/m²', '所在位置:广州周边－清远－清廓路1号', '建筑面积:84平方米', '参考首付:21.90万', '建造年代:2018年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:高层(共26层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:珠岗路小区', '房屋户型:3室2厅2卫', '房屋单价:5000元/m²', '所在位置:白云－鸦岗－石门街珠岗路自编1-88号', '建筑面积:88平方米', '参考首付:13.20万', '建造年代:2009年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共16层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:顺德碧桂园东苑', '房屋户型:2室1厅1卫', '房屋单价:21429元/m²', '所在位置:番禺－顺德碧桂园－番禺区钟村镇105国道旁', '建筑面积:63平方米', '参考首付:40.50万', '建造年代:2000年', '房屋朝向:东', '房屋类型:普通住宅', '所在楼层:低层(共6层)', '装修程度:简单装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:中海锦榕湾', '房屋户型:3室2厅2卫', '房屋单价:50070元/m²', '所在位置:海珠－工业大道北－工业大道北榕景路112号', '建筑面积:106.9平方米', '参考首付:160.50万', '建造年代:2010年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:中层(共33层)', '装修程度:简单装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:碧桂园翡翠湾', '房屋户型:3室2厅2卫', '房屋单价:7652元/m²', '所在位置:广州周边－佛山－新城中路北101号', '建筑面积:79.7平方米', '参考首付:18.30万', '建造年代:2017年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共33层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:富庭华园', '房屋户型:3室2厅2卫', '房屋单价:26923元/m²', '所在位置:番禺－大石－朝阳路', '建筑面积:104平方米', '参考首付:84.00万', '建造年代:2002年', '房屋朝向:北', '房屋类型:普通住宅', '所在楼层:低层(共7层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:洛湖居', '房屋户型:3室2厅1卫', '房屋单价:26923元/m²', '所在位置:番禺－洛溪－北环路', '建筑面积:91平方米', '参考首付:73.50万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共7层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:军体院小区', '房屋户型:2室2厅1卫', '房屋单价:32000元/m²', '所在位置:天河－天河北－禺东西路10号', '建筑面积:50平方米', '参考首付:48.00万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:中洲公馆', '房屋户型:2室1厅1卫', '房屋单价:19048元/m²', '所在位置:番禺－市桥－市桥北桥路一号', '建筑面积:42平方米', '参考首付:24.00万', '建造年代:2018年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共21层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:富力银禧花园', '房屋户型:3室2厅1卫', '房屋单价:60552元/m²', '所在位置:海珠－滨江东－怡趣街13号', '建筑面积:112.3平方米', '参考首付:204.00万', '建造年代:2008年', '房屋朝向:东', '房屋类型:普通住宅', '所在楼层:低层(共28层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:理想青年荟', '房屋户型:2室2厅1卫', '房屋单价:73466元/m²', '所在位置:天河－天河公园－东方三路35号', '建筑面积:46.3平方米', '参考首付:102.00万', '建造年代:2007年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:中层(共20层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:天马河公馆', '房屋户型:2室2厅1卫', '房屋单价:15783元/m²', '所在位置:花都－铁路西－望亭路', '建筑面积:84.9平方米', '参考首付:40.20万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共34层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:保利世贸公寓', '房屋户型:2室2厅1卫', '房屋单价:31000元/m²', '所在位置:海珠－琶洲－新港东路1000号', '建筑面积:40平方米', '参考首付:37.20万', '建造年代:2012年', '房屋朝向:南北', '房屋类型:公寓', '所在楼层:中层(共22层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:广佛智城', '房屋户型:3室2厅2卫', '房屋单价:8833元/m²', '所在位置:广州周边－佛山－岭南路85号', '建筑面积:90平方米', '参考首付:23.85万', '建造年代:2015年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:海富花园', '房屋户型:2室1厅1卫', '房屋单价:37500元/m²', '所在位置:海珠－江燕路－江燕路88号', '建筑面积:52平方米', '参考首付:58.50万', '建造年代:2000年', '房屋朝向:北', '房屋类型:普通住宅', '所在楼层:中层(共10层)', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:龙归城', '房屋户型:2室2厅1卫', '房屋单价:7223元/m²', '所在位置:白云－龙归－广从公路', '建筑面积:62.3平方米', '参考首付:13.50万', '建造年代:2010年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:低层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:敏捷绿湖国际城', '房屋户型:3室2厅2卫', '房屋单价:11929元/m²', '所在位置:增城－荔城－增滩路', '建筑面积:83.8平方米', '参考首付:30.00万', '建造年代:2017年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:中国铁建国际花园', '房屋户型:3室2厅2卫', '房屋单价:18456元/m²', '所在位置:增城－朱村－朱村街花蕾街4号', '建筑面积:79.7平方米', '参考首付:44.10万', '建造年代:2012年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:逸景翠园', '房屋户型:3室2厅2卫', '房屋单价:38548元/m²', '所在位置:海珠－广州大道南－广州大道南1028号', '建筑面积:124平方米', '参考首付:143.40万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共27层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:城市花园', '房屋户型:2室2厅1卫', '房屋单价:23664元/m²', '所在位置:番禺－石碁－城区大道', '建筑面积:65.5平方米', '参考首付:46.50万', '建造年代:2005年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:共5层', '装修程度:精装修', '产权年限:70年', '配套电梯:无', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:荔港南湾', '房屋户型:2室2厅1卫', '房屋单价:36444元/m²', '所在位置:荔湾－南岸路－南岸路67号', '建筑面积:76.8平方米', '参考首付:84.00万', '建造年代:2008年', '房屋朝向:东北', '房屋类型:普通住宅', '所在楼层:高层(共26层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:中海誉品花园', '房屋户型:3室2厅2卫', '房屋单价:19786元/m²', '所在位置:萝岗－萝岗－映林大街7号', '建筑面积:93.5平方米', '参考首付:55.50万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:高层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:南沙越秀国际总部广场', '房屋户型:1室1厅1卫', '房屋单价:23333元/m²', '所在位置:南沙－金洲－双山大道', '建筑面积:30平方米', '参考首付:21.00万', '建造年代:2010年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:低层(共33层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:否', '一手房源:否']
['所属小区:增城万达广场SOHO公寓', '房屋户型:2室2厅2卫', '房屋单价:14200元/m²', '所在位置:增城－荔城－增城大道69号', '建筑面积:50平方米', '参考首付:21.30万', '建造年代:2011年', '房屋朝向:东南', '房屋类型:公寓', '所在楼层:低层(共20层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:否', '一手房源:否']
['所属小区:太阳城御园', '房屋户型:3室2厅1卫', '房屋单价:13999元/m²', '所在位置:增城－永和－新新七路313号', '建筑面积:104.3平方米', '参考首付:43.80万', '建造年代:2015年', '房屋朝向:南北', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:中山三路小区', '房屋户型:2室2厅1卫', '房屋单价:49265元/m²', '所在位置:越秀－东川－中山三路', '建筑面积:68平方米', '参考首付:100.50万', '建造年代:2000年', '房屋朝向:东', '房屋类型:普通住宅', '所在楼层:高层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:海天花苑', '房屋户型:2室1厅1卫', '房屋单价:36986元/m²', '所在位置:海珠－广州大道南－金菊路61-99号', '建筑面积:73平方米', '参考首付:81.00万', '建造年代:2002年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:高层(共33层)', '装修程度:简单装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:金城广场', '房屋户型:3室2厅1卫', '房屋单价:16276元/m²', '所在位置:花都－旧区－秀全大道31号', '建筑面积:103.2平方米', '参考首付:50.40万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共10层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
